sensor,time,value
temperature_inside,22:33:13,60.2658081055
temperature_outside,22:33:13,21.5016307831
temperature_electronics,22:33:13,124.369819641
velocity,22:33:15,84.015083313
acceleration,22:33:15,-35.1133460999
rpm_scaled,22:33:15,18
temperature_inside,22:33:15,149.690185547
temperature_outside,22:33:15,55.0928840637
temperature_electronics,22:33:15,63.9487800598
velocity,22:33:17,72.6505355835
acceleration,22:33:17,31.6813030243
rpm_scaled,22:33:17,29
temperature_inside,22:33:17,20.1874237061
temperature_outside,22:33:17,83.9055480957
temperature_electronics,22:33:17,46.7078437805
velocity,22:33:19,6.2506570816
acceleration,22:33:19,-32.6912155151
rpm_scaled,22:33:19,17
temperature_inside,22:33:19,122.196868896
temperature_outside,22:33:19,137.931930542
temperature_electronics,22:33:19,14.4948825836
velocity,22:33:21,93.3651733398
acceleration,22:33:21,38.4333457947
rpm_scaled,22:33:21,24
temperature_inside,22:33:21,107.456581116
temperature_outside,22:33:21,14.07675457
temperature_electronics,22:33:21,1.94711816311
velocity,22:33:23,51.5395851135
acceleration,22:33:23,-17.4370384216
rpm_scaled,22:33:23,25
temperature_inside,22:33:23,41.5021705627
temperature_outside,22:33:23,39.1042861938
temperature_electronics,22:33:23,120.021507263
velocity,22:33:25,114.299591064
acceleration,22:33:25,-49.6493911743
rpm_scaled,22:33:25,5
temperature_inside,22:33:25,100.964614868
temperature_outside,22:33:25,106.919387817
temperature_electronics,22:33:25,11.8977031708
velocity,22:33:27,84.1795196533
acceleration,22:33:27,-24.6900177002
rpm_scaled,22:33:27,1
temperature_inside,22:33:27,109.368858337
temperature_outside,22:33:27,63.2589492798
temperature_electronics,22:33:27,2.53042554855
velocity,22:33:29,98.5165863037
acceleration,22:33:29,42.2221717834
rpm_scaled,22:33:29,12
temperature_inside,22:33:29,76.5070037842
temperature_outside,22:33:29,13.6624546051
temperature_electronics,22:33:29,81.1484985352
velocity,22:33:31,67.9738769531
acceleration,22:33:31,24.3539047241
rpm_scaled,22:33:31,8
temperature_inside,22:33:31,121.114837646
temperature_outside,22:33:31,86.0892562866
temperature_electronics,22:33:31,101.626922607
velocity,22:33:33,72.8281478882
acceleration,22:33:33,14.830411911
rpm_scaled,22:33:33,33
temperature_inside,22:33:33,12.9358243942
temperature_outside,22:33:33,31.8835506439
temperature_electronics,22:33:33,18.5080947876
velocity,22:33:35,76.3350601196
acceleration,22:33:35,10.4597940445
rpm_scaled,22:33:35,21
temperature_inside,22:33:35,60.0351982117
temperature_outside,22:33:35,120.521446228
temperature_electronics,22:33:35,46.7922973633
velocity,22:33:37,83.8680496216
acceleration,22:33:37,14.6988687515
rpm_scaled,22:33:37,42
temperature_inside,22:33:37,64.1350402832
temperature_outside,22:33:37,138.249847412
temperature_electronics,22:33:37,56.2746047974
velocity,22:33:39,54.9130935669
acceleration,22:33:39,-25.5370445251
rpm_scaled,22:33:39,18
temperature_inside,22:33:39,44.906036377
temperature_outside,22:33:39,3.96001911163
temperature_electronics,22:33:39,122.579727173
velocity,22:33:41,0.229840233922
acceleration,22:33:41,-20.3101329803
rpm_scaled,22:33:41,37
temperature_inside,22:33:41,109.628990173
temperature_outside,22:33:41,82.3118667603
temperature_electronics,22:33:41,75.9857406616
velocity,22:33:43,78.5822982788
acceleration,22:33:43,-26.4848937988
rpm_scaled,22:33:43,12
temperature_inside,22:33:43,135.287384033
temperature_outside,22:33:43,120.172401428
temperature_electronics,22:33:43,147.378540039
velocity,22:33:45,135.793136597
acceleration,22:33:45,-37.6337661743
rpm_scaled,22:33:45,32
temperature_inside,22:33:45,37.3008651733
temperature_outside,22:33:45,54.9720077515
temperature_electronics,22:33:45,4.82178449631
velocity,22:33:47,118.419532776
acceleration,22:33:47,-29.5584945679
rpm_scaled,22:33:47,34
temperature_inside,22:33:47,40.3048553467
temperature_outside,22:33:47,69.0803146362
temperature_electronics,22:33:47,69.4227905273
velocity,22:33:49,17.9400348663
acceleration,22:33:49,-9.44896030426
rpm_scaled,22:33:49,55
temperature_inside,22:33:49,31.1208343506
temperature_outside,22:33:49,127.738868713
temperature_electronics,22:33:49,1.40393710136
velocity,22:33:51,64.6200561523
acceleration,22:33:51,15.322019577
rpm_scaled,22:33:51,28
temperature_inside,22:33:51,27.7385463715
temperature_outside,22:33:51,71.5649108887
temperature_electronics,22:33:51,28.4650402069
velocity,22:33:53,69.7781219482
acceleration,22:33:53,11.9238433838
rpm_scaled,22:33:53,15
temperature_inside,22:33:53,41.0162887573
temperature_outside,22:33:53,40.5989685059
temperature_electronics,22:33:53,89.8410186768
velocity,22:33:55,121.410202026
acceleration,22:33:55,-13.6872787476
rpm_scaled,22:33:55,16
temperature_inside,22:33:55,142.309692383
temperature_outside,22:33:55,113.853919983
temperature_electronics,22:33:55,55.6239471436
velocity,22:33:57,107.999504089
acceleration,22:33:57,9.19067573547
rpm_scaled,22:33:57,36
temperature_inside,22:33:57,107.878875732
temperature_outside,22:33:57,9.25533676147
temperature_electronics,22:33:57,44.6724281311
velocity,22:33:59,49.6587409973
acceleration,22:33:59,-19.9048309326
rpm_scaled,22:33:59,13
temperature_inside,22:33:59,128.596435547
temperature_outside,22:33:59,47.9903564453
temperature_electronics,22:33:59,69.8227005005
velocity,22:34:01,114.445716858
acceleration,22:34:01,38.1527137756
rpm_scaled,22:34:01,51
temperature_inside,22:34:01,7.70755147934
temperature_outside,22:34:01,49.0074501038
temperature_electronics,22:34:01,66.6453323364
velocity,22:34:03,88.4843673706
acceleration,22:34:03,-41.3774833679
rpm_scaled,22:34:03,42
temperature_inside,22:34:03,76.5028915405
temperature_outside,22:34:03,25.8252830505
temperature_electronics,22:34:03,137.872528076
velocity,22:34:05,108.165657043
acceleration,22:34:05,-29.9784107208
rpm_scaled,22:34:05,10
temperature_inside,22:34:05,3.22229361534
temperature_outside,22:34:05,58.551940918
temperature_electronics,22:34:05,93.887840271
velocity,22:34:07,10.1353130341
acceleration,22:34:07,22.0394973755
rpm_scaled,22:34:07,5
temperature_inside,22:34:07,123.145065308
temperature_outside,22:34:07,86.3466491699
temperature_electronics,22:34:07,148.220779419
velocity,22:34:09,5.87596607208
acceleration,22:34:09,-9.57562065125
rpm_scaled,22:34:09,29
temperature_inside,22:34:09,93.2345275879
temperature_outside,22:34:09,69.9487762451
temperature_electronics,22:34:09,6.73872756958
velocity,22:34:11,110.988609314
acceleration,22:34:11,-39.2888069153
rpm_scaled,22:34:11,2
temperature_inside,22:34:11,74.3099060059
temperature_outside,22:34:11,112.347633362
temperature_electronics,22:34:11,53.1076965332
velocity,22:34:13,27.1213226318
acceleration,22:34:13,11.9039239883
rpm_scaled,22:34:13,48
temperature_inside,22:34:13,114.775558472
temperature_outside,22:34:13,68.5094070435
temperature_electronics,22:34:13,95.8499984741
velocity,22:34:15,19.7728385925
acceleration,22:34:15,4.68667173386
rpm_scaled,22:34:15,40
temperature_inside,22:34:15,12.0226631165
temperature_outside,22:34:15,124.920501709
temperature_electronics,22:34:15,10.0325345993
velocity,22:34:17,148.968429565
acceleration,22:34:17,36.0208702087
rpm_scaled,22:34:17,14
temperature_inside,22:34:17,31.9329662323
temperature_outside,22:34:17,140.18850708
temperature_electronics,22:34:17,94.0882263184
velocity,22:34:19,141.253173828
acceleration,22:34:19,-41.493473053
rpm_scaled,22:34:19,53
temperature_inside,22:34:19,114.570991516
temperature_outside,22:34:19,131.404800415
temperature_electronics,22:34:19,86.5842971802
velocity,22:34:21,66.2615737915
acceleration,22:34:21,-34.0676727295
rpm_scaled,22:34:21,14
temperature_inside,22:34:21,19.0004653931
temperature_outside,22:34:21,14.2844839096
temperature_electronics,22:34:21,31.9344825745
velocity,22:34:23,61.6341133118
acceleration,22:34:23,18.6785354614
rpm_scaled,22:34:23,54
temperature_inside,22:34:23,69.5663833618
temperature_outside,22:34:23,28.1116981506
temperature_electronics,22:34:23,68.2137985229
velocity,22:34:25,88.13331604
acceleration,22:34:25,24.1615200043
rpm_scaled,22:34:25,16
temperature_inside,22:34:25,131.343765259
temperature_outside,22:34:25,111.452033997
temperature_electronics,22:34:25,79.3644256592
velocity,22:34:27,147.939682007
acceleration,22:34:27,20.7693939209
rpm_scaled,22:34:27,3
temperature_inside,22:34:27,100.206855774
temperature_outside,22:34:27,108.957183838
temperature_electronics,22:34:27,18.4541282654
velocity,22:34:29,117.697799683
acceleration,22:34:29,28.5768890381
rpm_scaled,22:34:29,14
temperature_inside,22:34:29,102.177703857
temperature_outside,22:34:29,99.0815353394
temperature_electronics,22:34:29,147.605194092
velocity,22:34:31,58.2850151062
acceleration,22:34:31,6.27599048615
rpm_scaled,22:34:31,38
temperature_inside,22:34:31,107.954498291
temperature_outside,22:34:31,5.44116592407
temperature_electronics,22:34:31,20.1467247009
velocity,22:34:33,117.129440308
acceleration,22:34:33,-0.518439531326
rpm_scaled,22:34:33,12
temperature_inside,22:34:33,65.2660598755
temperature_outside,22:34:33,7.51847982407
temperature_electronics,22:34:33,49.0249443054
velocity,22:34:35,87.576171875
acceleration,22:34:35,41.1196136475
rpm_scaled,22:34:35,35
temperature_inside,22:34:35,114.280853271
temperature_outside,22:34:35,12.5526866913
temperature_electronics,22:34:35,1.7865896225
velocity,22:34:37,103.481430054
acceleration,22:34:37,12.645316124
rpm_scaled,22:34:37,26
temperature_inside,22:34:37,108.015304565
temperature_outside,22:34:37,115.013954163
temperature_electronics,22:34:37,78.0733337402
velocity,22:34:39,50.8160133362
acceleration,22:34:39,-0.636350095272
rpm_scaled,22:34:39,19
temperature_inside,22:34:39,106.734649658
temperature_outside,22:34:39,54.7550888062
temperature_electronics,22:34:39,127.632713318
velocity,22:34:41,126.301895142
acceleration,22:34:41,-3.26611685753
rpm_scaled,22:34:41,51
temperature_inside,22:34:41,134.43598938
temperature_outside,22:34:41,111.231468201
temperature_electronics,22:34:41,120.523010254
velocity,22:34:43,27.9762992859
acceleration,22:34:43,-16.8423900604
rpm_scaled,22:34:43,34
temperature_inside,22:34:43,129.955230713
temperature_outside,22:34:43,137.099182129
temperature_electronics,22:34:43,74.9452362061
velocity,22:34:45,49.0368118286
acceleration,22:34:45,-38.4390068054
rpm_scaled,22:34:45,16
temperature_inside,22:34:45,122.564346313
temperature_outside,22:34:45,103.379577637
temperature_electronics,22:34:45,48.4268760681
velocity,22:34:47,23.7749767303
acceleration,22:34:47,24.7089996338
rpm_scaled,22:34:47,16
temperature_inside,22:34:47,72.4963607788
temperature_outside,22:34:47,110.901031494
temperature_electronics,22:34:47,41.1982345581
velocity,22:34:49,17.1127338409
acceleration,22:34:49,34.4397773743
rpm_scaled,22:34:49,23
temperature_inside,22:34:49,100.57674408
temperature_outside,22:34:49,77.5926742554
temperature_electronics,22:34:49,118.236404419
velocity,22:34:51,68.2779998779
acceleration,22:34:51,46.1389503479
rpm_scaled,22:34:51,40
temperature_inside,22:34:51,99.0869064331
temperature_outside,22:34:51,18.5101928711
temperature_electronics,22:34:51,122.798843384
velocity,22:34:53,80.6501617432
acceleration,22:34:53,38.4607429504
rpm_scaled,22:34:53,44
temperature_inside,22:34:53,44.0452423096
temperature_outside,22:34:53,73.2637405396
temperature_electronics,22:34:53,136.236343384
velocity,22:34:55,126.096542358
acceleration,22:34:55,46.5615386963
rpm_scaled,22:34:55,40
temperature_inside,22:34:55,30.3346939087
temperature_outside,22:34:55,128.287979126
temperature_electronics,22:34:55,136.723007202
velocity,22:34:57,147.255310059
acceleration,22:34:57,43.7972602844
rpm_scaled,22:34:57,47
temperature_inside,22:34:57,124.323257446
temperature_outside,22:34:57,104.011619568
temperature_electronics,22:34:57,37.9742393494
velocity,22:34:59,87.3294372559
acceleration,22:34:59,15.7180166245
rpm_scaled,22:34:59,2
temperature_inside,22:34:59,119.436950684
temperature_outside,22:34:59,105.598999023
temperature_electronics,22:34:59,75.3152999878
velocity,22:35:01,67.7355804443
acceleration,22:35:01,19.5589103699
rpm_scaled,22:35:01,22
temperature_inside,22:35:01,20.1674365997
temperature_outside,22:35:01,116.266357422
temperature_electronics,22:35:01,2.57048296928
velocity,22:35:03,122.968849182
acceleration,22:35:03,0.153838410974
rpm_scaled,22:35:03,42
temperature_inside,22:35:03,126.736526489
temperature_outside,22:35:03,83.4886016846
temperature_electronics,22:35:03,116.745903015
velocity,22:35:05,10.2693281174
acceleration,22:35:05,-20.1976966858
rpm_scaled,22:35:05,2
temperature_inside,22:35:05,117.495559692
temperature_outside,22:35:05,89.2024841309
temperature_electronics,22:35:05,148.76550293
velocity,22:35:07,38.8621063232
acceleration,22:35:07,-15.620059967
rpm_scaled,22:35:07,5
temperature_inside,22:35:07,101.076255798
temperature_outside,22:35:07,46.25806427
temperature_electronics,22:35:07,22.2041873932
velocity,22:35:09,112.337181091
acceleration,22:35:09,46.1088409424
rpm_scaled,22:35:09,36
temperature_inside,22:35:09,140.420715332
temperature_outside,22:35:09,133.926635742
temperature_electronics,22:35:09,138.676223755
velocity,22:35:11,141.290756226
acceleration,22:35:11,8.17305374146
rpm_scaled,22:35:11,10
temperature_inside,22:35:11,135.511428833
temperature_outside,22:35:11,45.9642105103
temperature_electronics,22:35:11,50.91015625
velocity,22:35:13,79.6363296509
acceleration,22:35:13,-3.36406755447
rpm_scaled,22:35:13,52
temperature_inside,22:35:13,89.0178527832
temperature_outside,22:35:13,135.005310059
temperature_electronics,22:35:13,85.3316192627
velocity,22:35:15,25.5440292358
acceleration,22:35:15,-39.4607696533
rpm_scaled,22:35:15,24
temperature_inside,22:35:15,64.1007766724
temperature_outside,22:35:15,134.824356079
temperature_electronics,22:35:15,9.14890956879
velocity,22:35:17,14.563038826
acceleration,22:35:17,30.6555175781
rpm_scaled,22:35:17,43
temperature_inside,22:35:17,3.98378133774
temperature_outside,22:35:17,79.4403610229
temperature_electronics,22:35:17,12.6734104156
velocity,22:35:19,36.6319694519
acceleration,22:35:19,10.5599632263
rpm_scaled,22:35:19,41
temperature_inside,22:35:19,137.43182373
temperature_outside,22:35:19,43.2753944397
temperature_electronics,22:35:19,105.85105896
velocity,22:35:21,86.2774124146
acceleration,22:35:21,-4.93922281265
rpm_scaled,22:35:21,15
temperature_inside,22:35:21,48.1135902405
temperature_outside,22:35:21,45.7855377197
temperature_electronics,22:35:21,94.5620117188
velocity,22:35:23,120.686553955
acceleration,22:35:23,-45.5695457458
rpm_scaled,22:35:23,18
temperature_inside,22:35:23,102.547492981
temperature_outside,22:35:23,34.5809211731
temperature_electronics,22:35:23,114.881072998
velocity,22:35:25,79.98046875
acceleration,22:35:25,49.3330459595
rpm_scaled,22:35:25,50
temperature_inside,22:35:25,95.2934875488
temperature_outside,22:35:25,116.898521423
temperature_electronics,22:35:25,84.3015670776
velocity,22:35:27,96.5301895142
acceleration,22:35:27,-8.31267547607
rpm_scaled,22:35:27,10
temperature_inside,22:35:27,20.3734550476
temperature_outside,22:35:27,70.6877059937
temperature_electronics,22:35:27,35.8692131042
velocity,22:35:29,2.60156106949
acceleration,22:35:29,30.5697116852
rpm_scaled,22:35:29,20
temperature_inside,22:35:29,143.844284058
temperature_outside,22:35:29,113.052825928
temperature_electronics,22:35:29,12.5424909592
velocity,22:35:31,105.965522766
acceleration,22:35:31,11.5701875687
rpm_scaled,22:35:31,0
temperature_inside,22:35:31,88.5630569458
temperature_outside,22:35:31,112.070953369
temperature_electronics,22:35:31,69.4616928101
velocity,22:35:33,45.5381317139
acceleration,22:35:33,-14.3601007462
rpm_scaled,22:35:33,39
temperature_inside,22:35:33,1.0992372036
temperature_outside,22:35:33,19.4372081757
temperature_electronics,22:35:33,0.461015760899
velocity,22:35:35,87.7286682129
acceleration,22:35:35,6.95563173294
rpm_scaled,22:35:35,27
temperature_inside,22:35:35,125.95741272
temperature_outside,22:35:35,139.450378418
temperature_electronics,22:35:35,50.3803939819
velocity,22:35:37,36.2425956726
acceleration,22:35:37,-31.5906410217
rpm_scaled,22:35:37,4
temperature_inside,22:35:37,111.236343384
temperature_outside,22:35:37,31.8308353424
temperature_electronics,22:35:37,79.4282836914
velocity,22:35:39,25.919834137
acceleration,22:35:39,-29.9336662292
rpm_scaled,22:35:39,47
temperature_inside,22:35:39,140.768005371
temperature_outside,22:35:39,39.4943351746
temperature_electronics,22:35:39,124.569732666
velocity,22:35:41,4.56675767899
acceleration,22:35:41,-31.9985523224
rpm_scaled,22:35:41,37
temperature_inside,22:35:41,142.620819092
temperature_outside,22:35:41,139.485046387
temperature_electronics,22:35:41,149.0025177
velocity,22:35:43,93.6612701416
acceleration,22:35:43,4.83934354782
rpm_scaled,22:35:43,8
temperature_inside,22:35:43,50.7503738403
temperature_outside,22:35:43,86.1519775391
temperature_electronics,22:35:43,28.9284534454
velocity,22:35:45,41.1588134766
acceleration,22:35:45,34.5485725403
rpm_scaled,22:35:45,12
temperature_inside,22:35:45,8.20363998413
temperature_outside,22:35:45,129.935028076
temperature_electronics,22:35:45,63.8678245544
velocity,22:35:47,132.594909668
acceleration,22:35:47,37.5298538208
rpm_scaled,22:35:47,13
temperature_inside,22:35:47,108.192298889
temperature_outside,22:35:47,82.6356048584
temperature_electronics,22:35:47,138.179092407
velocity,22:35:49,75.6923599243
acceleration,22:35:49,30.8437137604
rpm_scaled,22:35:49,7
temperature_inside,22:35:49,89.4842224121
temperature_outside,22:35:49,17.2507858276
temperature_electronics,22:35:49,83.0977325439
velocity,22:35:51,25.208316803
acceleration,22:35:51,-10.1507892609
rpm_scaled,22:35:51,11
temperature_inside,22:35:51,7.16527366638
temperature_outside,22:35:51,147.099121094
temperature_electronics,22:35:51,32.3407249451
velocity,22:35:53,71.0188751221
acceleration,22:35:53,4.08965826035
rpm_scaled,22:35:53,41
temperature_inside,22:35:53,49.9944038391
temperature_outside,22:35:53,93.7522659302
temperature_electronics,22:35:53,28.1126422882
velocity,22:35:55,53.8907623291
acceleration,22:35:55,18.49284935
rpm_scaled,22:35:55,40
temperature_inside,22:35:55,61.853969574
temperature_outside,22:35:55,66.5293960571
temperature_electronics,22:35:55,35.685874939
velocity,22:35:57,80.1748046875
acceleration,22:35:57,13.127322197
rpm_scaled,22:35:57,46
temperature_inside,22:35:57,136.80078125
temperature_outside,22:35:57,10.514875412
temperature_electronics,22:35:57,119.561134338
velocity,09:31:41,14.627532959
acceleration,09:31:41,22.2065658569
rpm_scaled,09:31:41,4
temperature_inside,09:31:41,90.8529205322
temperature_outside,09:31:41,125.467140198
temperature_electronics,09:31:41,145.558303833
velocity,09:31:51,32.4682731628
acceleration,09:31:51,-1.79376518726
rpm_scaled,09:31:51,0
temperature_inside,09:31:51,73.7394561768
temperature_outside,09:31:51,129.07270813
temperature_electronics,09:31:51,15.5453252792
velocity,09:31:53,41.9855232239
acceleration,09:31:53,16.6713447571
rpm_scaled,09:31:53,26
temperature_inside,09:31:53,50.1034851074
temperature_outside,09:31:53,14.9869966507
temperature_electronics,09:31:53,16.6326160431
velocity,09:31:55,108.4637146
acceleration,09:31:55,-42.8526344299
rpm_scaled,09:31:55,49
temperature_inside,09:31:55,118.767120361
temperature_outside,09:31:55,19.749414444
temperature_electronics,09:31:55,140.665557861
velocity,09:31:57,66.196762085
acceleration,09:31:57,-43.2056503296
rpm_scaled,09:31:57,1
temperature_inside,09:31:57,88.9649124146
temperature_outside,09:31:57,75.1926956177
temperature_electronics,09:31:57,126.096908569
velocity,09:31:59,32.500289917
acceleration,09:31:59,46.1037216187
rpm_scaled,09:31:59,41
temperature_inside,09:31:59,45.8621101379
temperature_outside,09:31:59,4.65708208084
temperature_electronics,09:31:59,127.895698547
velocity,09:32:01,39.7302818298
acceleration,09:32:01,22.6367397308
rpm_scaled,09:32:01,41
temperature_inside,09:32:01,53.4096450806
temperature_outside,09:32:01,52.1527786255
temperature_electronics,09:32:01,81.5449905396
velocity,09:32:03,66.7284011841
acceleration,09:32:03,-44.4361686707
rpm_scaled,09:32:03,35
temperature_inside,09:32:03,41.8016624451
temperature_outside,09:32:03,137.996017456
temperature_electronics,09:32:03,4.55825853348
velocity,09:32:05,144.826034546
acceleration,09:32:05,25.1772918701
rpm_scaled,09:32:05,51
temperature_inside,09:32:05,111.106742859
temperature_outside,09:32:05,31.7695446014
temperature_electronics,09:32:05,134.732589722
velocity,09:32:07,3.29278087616
acceleration,09:32:07,-46.3896522522
rpm_scaled,09:32:07,16
temperature_inside,09:32:07,70.156463623
temperature_outside,09:32:07,75.4620285034
temperature_electronics,09:32:07,79.8024520874
velocity,09:32:09,27.6503429413
acceleration,09:32:09,-33.5224266052
rpm_scaled,09:32:09,32
temperature_inside,09:32:09,131.087051392
temperature_outside,09:32:09,57.0667419434
temperature_electronics,09:32:09,44.7987480164
velocity,09:32:11,42.0862503052
acceleration,09:32:11,-24.5971183777
rpm_scaled,09:32:11,48
temperature_inside,09:32:11,50.0966491699
temperature_outside,09:32:11,2.21838092804
temperature_electronics,09:32:11,78.4107666016
velocity,09:32:13,145.664779663
acceleration,09:32:13,13.0691099167
rpm_scaled,09:32:13,12
temperature_inside,09:32:13,105.514564514
temperature_outside,09:32:13,84.6198196411
temperature_electronics,09:32:13,8.72729969025
velocity,09:32:15,20.1501064301
acceleration,09:32:15,0.0577773153782
rpm_scaled,09:32:15,44
temperature_inside,09:32:15,106.403968811
temperature_outside,09:32:15,86.2458114624
temperature_electronics,09:32:15,139.018493652
velocity,09:32:17,33.8589096069
acceleration,09:32:17,18.0100593567
rpm_scaled,09:32:17,18
temperature_inside,09:32:17,92.6794128418
temperature_outside,09:32:17,127.383338928
temperature_electronics,09:32:17,44.5858955383
velocity,09:32:19,125.093795776
acceleration,09:32:19,-17.205368042
rpm_scaled,09:32:19,13
temperature_inside,09:32:19,144.574005127
temperature_outside,09:32:19,20.1654777527
temperature_electronics,09:32:19,63.4025764465
velocity,09:32:21,35.2189826965
acceleration,09:32:21,38.8538246155
rpm_scaled,09:32:21,38
temperature_inside,09:32:21,52.6821060181
temperature_outside,09:32:21,79.6320266724
temperature_electronics,09:32:21,11.0233592987
velocity,09:32:23,69.6316375732
acceleration,09:32:23,18.030166626
rpm_scaled,09:32:23,12
temperature_inside,09:32:23,20.5515575409
temperature_outside,09:32:23,61.5108985901
temperature_electronics,09:32:23,126.168106079
velocity,09:32:25,55.5294418335
acceleration,09:32:25,8.88780784607
rpm_scaled,09:32:25,25
temperature_inside,09:32:25,50.1133842468
temperature_outside,09:32:25,118.004943848
temperature_electronics,09:32:25,31.0150775909
velocity,09:32:27,124.711967468
