sensor,time,value
Velocity,Sep 2009,25.49
Velocity,Oct 2009,27.48
Velocity,Nov 2009,29.27
Velocity,Dec 2009,30.34
Velocity,Jan 2010,28.05
Velocity,Feb 2010,28.67
Velocity,Mar 2010,28.8
Acceleration,Jan 2000,64.56
Acceleration,Feb 2000,68.87
Acceleration,Mar 2000,67
Acceleration,Apr 2000,55.19
Acceleration,May 2000,48.31
Acceleration,Jun 2000,36.31
Acceleration,Jul 2000,30.12
Acceleration,Aug 2000,41.5
Acceleration,Sep 2000,38.44
Acceleration,Oct 2000,36.62
Acceleration,Nov 2000,24.69
Acceleration,Dec 2000,15.56
Acceleration,Jan 2001,17.31
Acceleration,Feb 2001,10.19
Acceleration,Mar 2001,10.23
Acceleration,Apr 2001,15.78
Acceleration,May 2001,16.69
Acceleration,Jun 2001,14.15
Acceleration,Jul 2001,12.49
Acceleration,Aug 2001,8.94
Acceleration,Sep 2001,5.97
Acceleration,Oct 2001,6.98
Acceleration,Nov 2001,11.32
Acceleration,Dec 2001,10.82
Acceleration,Jan 2002,14.19
Acceleration,Feb 2002,14.1
Acceleration,Mar 2002,14.3
Acceleration,Apr 2002,16.69
Acceleration,May 2002,18.23
Acceleration,Jun 2002,16.25
Acceleration,Jul 2002,14.45
Acceleration,Aug 2002,14.94
Acceleration,Sep 2002,15.93
Acceleration,Oct 2002,19.36
Acceleration,Nov 2002,23.35
Acceleration,Dec 2002,18.89
Acceleration,Jan 2003,21.85
Acceleration,Feb 2003,22.01
Acceleration,Mar 2003,26.03
Acceleration,Apr 2003,28.69
Acceleration,May 2003,35.89
Acceleration,Jun 2003,36.32
Acceleration,Jul 2003,41.64
Acceleration,Aug 2003,46.32
Acceleration,Sep 2003,48.43
Acceleration,Oct 2003,54.43
Acceleration,Nov 2003,53.97
Acceleration,Dec 2003,52.62
Acceleration,Jan 2004,50.4
Acceleration,Feb 2004,43.01
Acceleration,Mar 2004,43.28
Acceleration,Apr 2004,43.6
Acceleration,May 2004,48.5
Acceleration,Jun 2004,54.4
Acceleration,Jul 2004,38.92
Acceleration,Aug 2004,38.14
Acceleration,Sep 2004,40.86
Acceleration,Oct 2004,34.13
Acceleration,Nov 2004,39.68
Acceleration,Dec 2004,44.29
Acceleration,Jan 2005,43.22
Acceleration,Feb 2005,35.18
Acceleration,Mar 2005,34.27
Acceleration,Apr 2005,32.36
Acceleration,May 2005,35.51
Acceleration,Jun 2005,33.09
Acceleration,Jul 2005,45.15
Acceleration,Aug 2005,42.7
Acceleration,Sep 2005,45.3
Acceleration,Oct 2005,39.86
Acceleration,Nov 2005,48.46
Acceleration,Dec 2005,47.15
Acceleration,Jan 2006,44.82
Acceleration,Feb 2006,37.44
Acceleration,Mar 2006,36.53
Acceleration,Apr 2006,35.21
Acceleration,May 2006,34.61
Acceleration,Jun 2006,38.68
Acceleration,Jul 2006,26.89
Acceleration,Aug 2006,30.83
Acceleration,Sep 2006,32.12
Acceleration,Oct 2006,38.09
Acceleration,Nov 2006,40.34
Acceleration,Dec 2006,39.46
Acceleration,Jan 2007,37.67
Acceleration,Feb 2007,39.14
Acceleration,Mar 2007,39.79
Acceleration,Apr 2007,61.33
Acceleration,May 2007,69.14
Acceleration,Jun 2007,68.41
Acceleration,Jul 2007,78.54
Acceleration,Aug 2007,79.91
Acceleration,Sep 2007,93.15
Acceleration,Oct 2007,89.15
Acceleration,Nov 2007,90.56
Acceleration,Dec 2007,92.64
Acceleration,Jan 2008,77.7
Acceleration,Feb 2008,64.47
Acceleration,Mar 2008,71.3
Acceleration,Apr 2008,78.63
Acceleration,May 2008,81.62
Acceleration,Jun 2008,73.33
Acceleration,Jul 2008,76.34
Acceleration,Aug 2008,80.81
Acceleration,Sep 2008,72.76
Acceleration,Oct 2008,57.24
Acceleration,Nov 2008,42.7
Acceleration,Dec 2008,51.28
Acceleration,Jan 2009,58.82
Acceleration,Feb 2009,64.79
Acceleration,Mar 2009,73.44
Acceleration,Apr 2009,80.52
Acceleration,May 2009,77.99
Acceleration,Jun 2009,83.66
Acceleration,Jul 2009,85.76
Acceleration,Aug 2009,81.19
Acceleration,Sep 2009,93.36
Acceleration,Oct 2009,118.81
Acceleration,Nov 2009,135.91
Acceleration,Dec 2009,134.52
Acceleration,Jan 2010,125.41
Acceleration,Feb 2010,118.4
Acceleration,Mar 2010,128.82
RPM,Jan 2000,100.52
RPM,Feb 2000,92.11
RPM,Mar 2000,106.11
RPM,Apr 2000,99.95
RPM,May 2000,96.31
RPM,Jun 2000,98.33
RPM,Jul 2000,100.74
RPM,Aug 2000,118.62
RPM,Sep 2000,101.19
RPM,Oct 2000,88.5
RPM,Nov 2000,84.12
RPM,Dec 2000,76.47
RPM,Jan 2001,100.76
RPM,Feb 2001,89.98
RPM,Mar 2001,86.63
RPM,Apr 2001,103.7
RPM,May 2001,100.82
RPM,Jun 2001,102.35
RPM,Jul 2001,94.87
RPM,Aug 2001,90.25
RPM,Sep 2001,82.82
RPM,Oct 2001,97.58
RPM,Nov 2001,104.5
RPM,Dec 2001,109.36
RPM,Jan 2002,97.54
RPM,Feb 2002,88.82
RPM,Mar 2002,94.15
RPM,Apr 2002,75.82
RPM,May 2002,72.97
RPM,Jun 2002,65.31
RPM,Jul 2002,63.86
RPM,Aug 2002,68.52
RPM,Sep 2002,53.01
RPM,Oct 2002,71.76
RPM,Nov 2002,79.16
RPM,Dec 2002,70.58
RPM,Jan 2003,71.22
RPM,Feb 2003,71.13
RPM,Mar 2003,71.57
RPM,Apr 2003,77.47
RPM,May 2003,80.48
RPM,Jun 2003,75.42
RPM,Jul 2003,74.28
RPM,Aug 2003,75.12
RPM,Sep 2003,80.91
RPM,Oct 2003,81.96
RPM,Nov 2003,83.08
RPM,Dec 2003,85.05
RPM,Jan 2004,91.06
RPM,Feb 2004,88.7
RPM,Mar 2004,84.41
RPM,Apr 2004,81.04
RPM,May 2004,81.59
RPM,Jun 2004,81.19
RPM,Jul 2004,80.19
RPM,Aug 2004,78.17
RPM,Sep 2004,79.13
RPM,Oct 2004,82.84
RPM,Nov 2004,87.15
RPM,Dec 2004,91.16
RPM,Jan 2005,86.39
RPM,Feb 2005,85.78
RPM,Mar 2005,84.66
RPM,Apr 2005,70.77
RPM,May 2005,70.18
RPM,Jun 2005,68.93
RPM,Jul 2005,77.53
RPM,Aug 2005,75.07
RPM,Sep 2005,74.7
RPM,Oct 2005,76.25
RPM,Nov 2005,82.98
RPM,Dec 2005,76.73
RPM,Jan 2006,75.89
RPM,Feb 2006,75.09
RPM,Mar 2006,77.17
RPM,Apr 2006,77.05
RPM,May 2006,75.04
RPM,Jun 2006,72.15
RPM,Jul 2006,72.7
RPM,Aug 2006,76.35
RPM,Sep 2006,77.26
RPM,Oct 2006,87.06
RPM,Nov 2006,86.95
RPM,Dec 2006,91.9
RPM,Jan 2007,93.79
RPM,Feb 2007,88.18
RPM,Mar 2007,89.44
RPM,Apr 2007,96.98
RPM,May 2007,101.54
RPM,Jun 2007,100.25
RPM,Jul 2007,105.4
RPM,Aug 2007,111.54
RPM,Sep 2007,112.6
RPM,Oct 2007,111
RPM,Nov 2007,100.9
RPM,Dec 2007,103.7
RPM,Jan 2008,102.75
RPM,Feb 2008,109.64
RPM,Mar 2008,110.87
RPM,Apr 2008,116.23
RPM,May 2008,125.14
RPM,Jun 2008,114.6
RPM,Jul 2008,123.74
RPM,Aug 2008,118.16
RPM,Sep 2008,113.53
RPM,Oct 2008,90.24
RPM,Nov 2008,79.65
RPM,Dec 2008,82.15
RPM,Jan 2009,89.46
RPM,Feb 2009,90.32
RPM,Mar 2009,95.09
RPM,Apr 2009,101.29
RPM,May 2009,104.85
RPM,Jun 2009,103.01
RPM,Jul 2009,116.34
RPM,Aug 2009,117
RPM,Sep 2009,118.55
RPM,Oct 2009,119.54
RPM,Nov 2009,125.79
RPM,Dec 2009,130.32
RPM,Jan 2010,121.85
RPM,Feb 2010,127.16
RPM,Mar 2010,125.55
Temperature,Jan 2000,25.94
Temperature,Feb 2000,28.66
Temperature,Mar 2000,33.95
Temperature,Apr 2000,31.01
Temperature,May 2000,21
Temperature,Jun 2000,26.19
Temperature,Jul 2000,25.41
Temperature,Aug 2000,30.47
Temperature,Sep 2000,12.88
Temperature,Oct 2000,9.78
Temperature,Nov 2000,8.25
Temperature,Dec 2000,7.44
Temperature,Jan 2001,10.81
Temperature,Feb 2001,9.12
Temperature,Mar 2001,11.03
Temperature,Apr 2001,12.74
Temperature,May 2001,9.98
Temperature,Jun 2001,11.62
Temperature,Jul 2001,9.4
Temperature,Aug 2001,9.27
Temperature,Sep 2001,7.76
Temperature,Oct 2001,8.78
Temperature,Nov 2001,10.65
Temperature,Dec 2001,10.95
Temperature,Jan 2002,12.36
Temperature,Feb 2002,10.85
Temperature,Mar 2002,11.84
Temperature,Apr 2002,12.14
Temperature,May 2002,11.65
Temperature,Jun 2002,8.86
Temperature,Jul 2002,7.63
Temperature,Aug 2002,7.38
Temperature,Sep 2002,7.25
Temperature,Oct 2002,8.03
Temperature,Nov 2002,7.75
Temperature,Dec 2002,7.16
Temperature,Jan 2003,7.18
Temperature,Feb 2003,7.51
Temperature,Mar 2003,7.07
Temperature,Apr 2003,7.11
Temperature,May 2003,8.98
Temperature,Jun 2003,9.53
Temperature,Jul 2003,10.54
Temperature,Aug 2003,11.31
Temperature,Sep 2003,10.36
Temperature,Oct 2003,11.44
Temperature,Nov 2003,10.45
Temperature,Dec 2003,10.69
Temperature,Jan 2004,11.28
Temperature,Feb 2004,11.96
Temperature,Mar 2004,13.52
Temperature,Apr 2004,12.89
Temperature,May 2004,14.03
Temperature,Jun 2004,16.27
Temperature,Jul 2004,16.17
Temperature,Aug 2004,17.25
Temperature,Sep 2004,19.38
Temperature,Oct 2004,26.2
Temperature,Nov 2004,33.53
Temperature,Dec 2004,32.2
Temperature,Jan 2005,38.45
Temperature,Feb 2005,44.86
Temperature,Mar 2005,41.67
Temperature,Apr 2005,36.06
Temperature,May 2005,39.76
Temperature,Jun 2005,36.81
Temperature,Jul 2005,42.65
Temperature,Aug 2005,46.89
Temperature,Sep 2005,53.61
Temperature,Oct 2005,57.59
Temperature,Nov 2005,67.82
Temperature,Dec 2005,71.89
Temperature,Jan 2006,75.51
Temperature,Feb 2006,68.49
Temperature,Mar 2006,62.72
Temperature,Apr 2006,70.39
Temperature,May 2006,59.77
Temperature,Jun 2006,57.27
Temperature,Jul 2006,67.96
Temperature,Aug 2006,67.85
Temperature,Sep 2006,76.98
Temperature,Oct 2006,81.08
Temperature,Nov 2006,91.66
Temperature,Dec 2006,84.84
Temperature,Jan 2007,85.73
Temperature,Feb 2007,84.61
Temperature,Mar 2007,92.91
Temperature,Apr 2007,99.8
Temperature,May 2007,121.19
Temperature,Jun 2007,122.04
Temperature,Jul 2007,131.76
Temperature,Aug 2007,138.48
Temperature,Sep 2007,153.47
Temperature,Oct 2007,189.95
Temperature,Nov 2007,182.22
Temperature,Dec 2007,198.08
Temperature,Jan 2008,135.36
Temperature,Feb 2008,125.02
Temperature,Mar 2008,143.5
Temperature,Apr 2008,173.95
Temperature,May 2008,188.75
Temperature,Jun 2008,167.44
Temperature,Jul 2008,158.95
Temperature,Aug 2008,169.53
Temperature,Sep 2008,113.66
Temperature,Oct 2008,107.59
Temperature,Nov 2008,92.67
Temperature,Dec 2008,85.35
Temperature,Jan 2009,90.13
Temperature,Feb 2009,89.31
Temperature,Mar 2009,105.12
Temperature,Apr 2009,125.83
Temperature,May 2009,135.81
Temperature,Jun 2009,142.43
Temperature,Jul 2009,163.39
Temperature,Aug 2009,168.21
Temperature,Sep 2009,185.35
Temperature,Oct 2009,188.5
Temperature,Nov 2009,199.91
Temperature,Dec 2009,210.73
Temperature,Jan 2010,192.06
Temperature,Feb 2010,204.62
Temperature,Mar 2010,223.02
